name	pronounciation	pronounciationAm	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl	viewTime	viewInterval	easiness	TotalViewed	StartTime
practically	['præktɪkli]		3429	 practical politically	Practically means nearly, like being practically broke if have three dollars left in the whole world. It also means done in a practical way – if you wear sneakers on a long walk, you’re dressed practically.					0	-2147483648	-2147483648	-2147483648	0
eating	['iːtɪŋ]		3430	 beating heating seating rating dating earring coating editing						0	-2147483648	-2147483648	-2147483648	0
hint	[hɪnt]		3431	 thin hit hunt pint mint	A hint is a slight indication or clue. Your mother might hint at the fact that she doesn’t like your shoes, while your grandmother will just come right out and say that they’re ugly.					0	-2147483648	-2147483648	-2147483648	0
sharply	['ʃɑːpli]		3432	 sharp sharpen						0	-2147483648	-2147483648	-2147483648	0
parade	[pə'reɪd]		3433	 paradise paradox	A parade is a group of people marching in ceremony, celebration, or protest. Often a parade involves fire trucks, costumed adults throwing candy to children, baton twirlers, and members of the armed forces.					0	-2147483648	-2147483648	-2147483648	0
Brit			3433	 bit bait grit						0	-2147483648	-2147483648	-2147483648	0
realm	[relm]		3434	 real realism	A realm is an area that is ruled by something. If you are a controlling cook who doesn’t like anyone to do anything else in the kitchen, then the kitchen is your realm.					0	-2147483648	-2147483648	-2147483648	0
cancel	['kænsl]		3435	 Cancer	To cancel means to call off or postpone indefinitely. Which is probably what you would do if the hotel you were planning to stay in has an infestation of bedbugs.					0	-2147483648	-2147483648	-2147483648	0
blend	[blend]		3436	 bend blind lend blond bleed bland blender	If you blend red and blue, you get purple. To blend is to mix together thoroughly. If you put this color in your hair, you'll blend with the people at a punk rock concert!					0	-2147483648	-2147483648	-2147483648	0
therapist	['θerəpɪst]		3437		An expert at a specific kind of healing practice is called a therapist. A massage therapist is trained to soothe sore muscles, for example.					0	-2147483648	-2147483648	-2147483648	0
peel	[piːl]		3438	 feel peer heel peek reel						0	-2147483648	-2147483648	-2147483648	0
pizza	['piːtsə]		3439							0	-2147483648	-2147483648	-2147483648	0
recipient	[rɪ'sɪpiənt]		3440		A recipient is the person on the receiving end of something. Meryl Streep is the recipient of more Academy Award nominations than any other actor.					0	-2147483648	-2147483648	-2147483648	0
hesitate	['hezɪteɪt]		3441	 hesitant hesitation	To hesitate is to pause before doing something, often out of concern or worry.					0	-2147483648	-2147483648	-2147483648	0
flip	[flɪp]		3442	 lip slip clip flap flop	To flip is to turn or toss upside down, like flipping a mattress over. People flip out when excited, and a flip remark is disrespectful.					0	-2147483648	-2147483648	-2147483648	0
accounting	[ə'kaʊntɪŋ]		3443	 counting according account accountant	Accounting is the act of computing something, usually by dealing with numbers. If you were very good at math in high school, you might think about going into accounting.					0	-2147483648	-2147483648	-2147483648	0
bias	['baɪəs]		3444		Use the noun bias to mean a preference for one thing over another, especially an unfair one.					0	-2147483648	-2147483648	-2147483648	0
huh	[hʌ]		3445							0	-2147483648	-2147483648	-2147483648	0
metaphor	['metəfə(r)]		3446		"If you brag that ""the world's your oyster,"" you're using a metaphor from Shakespeare, who knew a thing or two about figures of speech."					0	-2147483648	-2147483648	-2147483648	0
candle	['kændl]		3447	 handle						0	-2147483648	-2147483648	-2147483648	0
judicial	[dʒu'dɪʃl]		3448	 judiciary	If your situation has anything to do with the administration of justice or involves a judge, then it's officially judicial. And you should probably get a lawyer.					0	-2147483648	-2147483648	-2147483648	0
entity	['entəti]		3449	 identity entitle	If your little sister turns her lemonade stand into a lemonade empire, she might incorporate it as a company. Under the law, it would be considered an entity, or a separate being for purposes of government control.					0	-2147483648	-2147483648	-2147483648	0
suffering	['sʌfərɪŋ]		3450	 offering differing	Suffering is the kind of pain you feel when you shatter your ankle and it's what you'll see all around you if you find yourself in the middle of a tornado or an earthquake.					0	-2147483648	-2147483648	-2147483648	0
lamp	[læmp]		3451	 palm clamp camp lap lama damp lamb ramp lump limp lame	A lamp is a small appliance that holds an electric bulb and produces light. Your desk lamp might provide enough light for you to read by at night, or you may have to turn on a floor lamp too after the sun goes down.					0	-2147483648	-2147483648	-2147483648	0
garbage	['ɡɑːbɪdʒ]		3452	 garage	If you throw it in the trash, you can call it garbage. Likewise, if something is so terrible you wish you could throw it in the trash, like a really bad movie, you can also call it garbage.					0	-2147483648	-2147483648	-2147483648	0
servant	['sɜːvənt]		3453	 sergeant	A servant works at someone’s home, often doing lowly tasks. You might feel like a servant when your mom insists that you do the dishes before you can do anything fun, but think how she feels cooking dinner every day!					0	-2147483648	-2147483648	-2147483648	0
regulatory	['reɡjələtəri]		3454	 regulator regulation regularly regulate	Regulatory describes something that holds you to the rules. Detention is regulatory, as are other kinds of punishments. When your mom tells you not to run in the house, she’s being regulatory.					0	-2147483648	-2147483648	-2147483648	0
diplomatic	[ˌdɪplə'mætɪk]		3455	 diplomat diplomacy diploma	If you have the ability to say the right thing when two friends are fighting, making both sides happy, you are diplomatic. You have tact. You are a peacemaker.					0	-2147483648	-2147483648	-2147483648	0
elegant	['elɪɡənt]		3456	 elephant elegance element	Nimble ballerinas and long-legged birds are elegant; dump trucks and walruses usually are not.					0	-2147483648	-2147483648	-2147483648	0
reception	[rɪ'sepʃn]		3457	 deception exception recession receptive inception receptionist perception conception recreation redemption	Reception is the act of receiving, or getting something, or the way it is received. If your book receives a positive reception, it means people receive it well. In other words, they like it.					0	-2147483648	-2147483648	-2147483648	0
vanish	['vænɪʃ]		3458	 Danish banish Spanish	"A car driving into the distance, a member of a near-extinct species, or that last piece of pecan pie in the refrigerator — any of these things is likely to vanish soon, meaning ""to disappear."""					0	-2147483648	-2147483648	-2147483648	0
automatically	[ˌɔːtə'mætɪkli]		3459		Something that happens automatically happens in a mechanical way without a person having to do anything extra. If you walk through a door that swings open by itself, it opened automatically.					0	-2147483648	-2147483648	-2147483648	0
chin	[tʃɪn]		3460	 inch chain china thin chip coin chic	Your chin is the somewhat pointy part of your jaw at the bottom of your face, below your mouth. When a man has a bushy beard, it usually covers his cheeks and his chin.					0	-2147483648	-2147483648	-2147483648	0
necessity	[nə'sesəti]		3461	 necessary necessitate	A good camping knife is a necessity if you’re going to be hiking in a heavily forested region. A necessity is something that you must have in order to complete a task.					0	-2147483648	-2147483648	-2147483648	0
confess	[kən'fes]		3462	 confessed congress confer confession	When you confess, you admit to doing something wrong. You might feel guilty about eating the entire platter of chocolate chip cookies and confess to your mom before she notices. If she presses charges, you would confess to the cookie crime.					0	-2147483648	-2147483648	-2147483648	0
racism	['reɪsɪzəm]		3463	 racist	Racism is the practice of discriminating against people based on their race, national or ethnic background. Although old prejudices often live on, most people will agree that racism is unacceptable.					0	-2147483648	-2147483648	-2147483648	0
starter	['stɑːtə(r)]		3464	 start quarter charter startle staffer stagger						0	-2147483648	-2147483648	-2147483648	0
banking	['bæŋkɪŋ]		3465	 ranking baking backing batting						0	-2147483648	-2147483648	-2147483648	0
casual	['kæʒuəl]		3466	 causal casualty casually	Oh, no, are you kidding me? He's not my boyfriend, we're just in a casual relationship, means that our relationship lacks serious intent or commitment.					0	-2147483648	-2147483648	-2147483648	0
gravity	['ɡrævəti]		3467	 cavity gravy	The noun gravity means being grave or very serious. In physics, gravity is the natural force that causes things to fall toward the earth.					0	-2147483648	-2147483648	-2147483648	0
enroll	[ɪn'rəʊl]		3468	 enrol	If you like clowning around but you're not quite ready for the circus, you could enroll in clown college to perfect your skills. When you enroll, that means you formally add your name to the list — or roll — of students.					0	-2147483648	-2147483648	-2147483648	0
diminish	[dɪ'mɪnɪʃ]		3469		Diminish means to make smaller or lesser. If you cover a lightbulb with a dark lamp shade, the light from the lamp will diminish.					0	-2147483648	-2147483648	-2147483648	0
prevention	[prɪ'venʃn]		3470	 preventive prevent convention prediction invention precaution	When an action stops something from happening, like assigning extra teachers to watch a playground during recess to prevent bullying, it's called prevention.					0	-2147483648	-2147483648	-2147483648	0
